date,strategy,distributor_id,product,quotation_eur_per_litre,inventory_before_litres,purchase_litres,purchase_spend_eur,selected_cover_days,operational_required_litres,discretionary_litres,signal_score,signal_confidence,expected_change_eur_per_litre_day,observed_price_percentile,candidates_evaluated,selected_expected_cost_eur,required_only_expected_cost_eur,expected_advantage_eur,downside_cost_eur,patterns_used,caveats,reason
2026-06-25,AS_IS,368322,Diesel,1.44,8461.823237306608,0.0,0.0,1.0,0.0,0.0,0.8062015503875977,0.6666666666666666,0.006987080103359179,0.3205128205128191,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 3 | P07 price percentile 0.32,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-25,AS_IS,368322,Verde,1.374,5535.480885926084,0.0,0.0,1.0,0.0,0.0,0.7178294573643389,0.6666666666666666,0.004306976744186033,0.4666666666666703,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 3 | P07 price percentile 0.47,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-26,AS_IS,368318,Diesel,1.447,0.0,2248.1101815052966,3253.0154326381644,1.0,2248.1101815052966,0.0,0.7641277641277642,0.7000000000000001,0.00534889434889435,0.41025641025641024,0,3253.0154326381644,3253.0154326381644,0.0,0.0,P01 rising | P02 streak 4 | P07 price percentile 0.41,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-26,AS_IS,368318,Verde,1.369,0.0,1325.20897042853,1814.2110805166574,1.0,1325.20897042853,0.0,-0.33568281938326083,0.6000000000000001,-0.0014098678414096958,0.35555555555555646,0,1814.2110805166574,1814.2110805166574,0.0,0.0,P02 streak 1 | P07 price percentile 0.36,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-26,AS_IS,368319,Diesel,1.447,5687.32988715509,0.0,0.0,1.0,0.0,0.0,0.7641277641277642,0.7000000000000001,0.00534889434889435,0.41025641025641024,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 4 | P07 price percentile 0.41,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-26,AS_IS,368319,Verde,1.369,3413.985973914886,0.0,0.0,1.0,0.0,0.0,-0.33568281938326083,0.6000000000000001,-0.0014098678414096958,0.35555555555555646,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.36,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-26,AS_IS,368320,Diesel,1.447,34895.45640664839,0.0,0.0,1.0,0.0,0.0,0.7641277641277642,0.7000000000000001,0.00534889434889435,0.41025641025641024,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 4 | P07 price percentile 0.41,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-26,AS_IS,368320,Verde,1.369,6097.228640809374,0.0,0.0,1.0,0.0,0.0,-0.33568281938326083,0.6000000000000001,-0.0014098678414096958,0.35555555555555646,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.36,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-26,AS_IS,368321,Diesel,1.447,4785.101311340258,0.0,0.0,1.0,0.0,0.0,0.7641277641277642,0.7000000000000001,0.00534889434889435,0.41025641025641024,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 4 | P07 price percentile 0.41,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-26,AS_IS,368321,Verde,1.369,5197.466435184417,0.0,0.0,1.0,0.0,0.0,-0.33568281938326083,0.6000000000000001,-0.0014098678414096958,0.35555555555555646,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.36,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-26,AS_IS,368322,Diesel,1.447,7834.034477759774,0.0,0.0,1.0,0.0,0.0,0.7641277641277642,0.7000000000000001,0.00534889434889435,0.41025641025641024,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 4 | P07 price percentile 0.41,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-26,AS_IS,368322,Verde,1.369,5053.882339017925,0.0,0.0,1.0,0.0,0.0,-0.33568281938326083,0.6000000000000001,-0.0014098678414096958,0.35555555555555646,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.36,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-27,AS_IS,368318,Diesel,1.46,0.0,5971.490968737746,8718.376814357109,3.0,5971.490968737746,0.0,0.586278586278587,0.7166666666666667,0.004201663201663207,0.5769230769230755,0,8718.376814357109,8718.376814357109,0.0,0.0,P01 rising | P02 streak 5 | P04 multi-day quotation | P07 price percentile 0.58,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-27,AS_IS,368318,Verde,1.38,0.0,3470.3869660088076,4789.134013092154,3.0,3470.3869660088076,0.0,0.5026763990267645,0.6,0.002111240875912411,0.599999999999999,0,4789.134013092154,4789.134013092154,0.0,0.0,P01 rising | P02 streak 1 | P04 multi-day quotation | P07 price percentile 0.60,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-27,AS_IS,368319,Diesel,1.46,5259.269088357291,0.0,0.0,3.0,0.0,0.0,0.586278586278587,0.7166666666666667,0.004201663201663207,0.5769230769230755,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 5 | P04 multi-day quotation | P07 price percentile 0.58,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-27,AS_IS,368319,Verde,1.38,2775.5790989837374,0.0,0.0,3.0,0.0,0.0,0.5026763990267645,0.6,0.002111240875912411,0.599999999999999,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 1 | P04 multi-day quotation | P07 price percentile 0.60,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-27,AS_IS,368320,Diesel,1.46,33341.24627302153,0.0,0.0,3.0,0.0,0.0,0.586278586278587,0.7166666666666667,0.004201663201663207,0.5769230769230755,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 5 | P04 multi-day quotation | P07 price percentile 0.58,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-27,AS_IS,368320,Verde,1.38,5140.19559715662,0.0,0.0,3.0,0.0,0.0,0.5026763990267645,0.6,0.002111240875912411,0.599999999999999,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 1 | P04 multi-day quotation | P07 price percentile 0.60,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-27,AS_IS,368321,Diesel,1.46,4217.448048495377,0.0,0.0,3.0,0.0,0.0,0.586278586278587,0.7166666666666667,0.004201663201663207,0.5769230769230755,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 5 | P04 multi-day quotation | P07 price percentile 0.58,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-27,AS_IS,368321,Verde,1.38,4789.974703927906,0.0,0.0,3.0,0.0,0.0,0.5026763990267645,0.6,0.002111240875912411,0.599999999999999,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 1 | P04 multi-day quotation | P07 price percentile 0.60,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-27,AS_IS,368322,Diesel,1.46,7186.747473692452,0.0,0.0,3.0,0.0,0.0,0.586278586278587,0.7166666666666667,0.004201663201663207,0.5769230769230755,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 5 | P04 multi-day quotation | P07 price percentile 0.58,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-27,AS_IS,368322,Verde,1.38,4576.331045698089,0.0,0.0,3.0,0.0,0.0,0.5026763990267645,0.6,0.002111240875912411,0.599999999999999,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 1 | P04 multi-day quotation | P07 price percentile 0.60,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-30,AS_IS,368318,Diesel,1.47,2.2737367544323206e-13,1932.6862839246212,2841.0488373691933,1.0,1932.6862839246212,0.0,0.6043165467625907,0.7166666666666667,0.0043309352517985665,0.7051282051282037,0,2841.0488373691933,2841.0488373691933,0.0,0.0,P01 rising | P02 streak 6 | P07 price percentile 0.71,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-30,AS_IS,368318,Verde,1.389,0.0,1074.2984155011095,1492.2004991310412,1.0,1074.2984155011095,0.0,0.489918256130789,0.6333333333333333,0.0021719709355131644,0.8000000000000019,0,1492.2004991310412,1492.2004991310412,0.0,0.0,P01 rising | P02 streak 2 | P07 price percentile 0.80,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-30,AS_IS,368319,Diesel,1.47,4207.873113318927,0.0,0.0,1.0,0.0,0.0,0.6043165467625907,0.7166666666666667,0.0043309352517985665,0.7051282051282037,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 6 | P07 price percentile 0.71,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-30,AS_IS,368319,Verde,1.389,1437.4230994483514,0.0,0.0,1.0,0.0,0.0,0.489918256130789,0.6333333333333333,0.0021719709355131644,0.8000000000000019,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 2 | P07 price percentile 0.80,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-30,AS_IS,368320,Diesel,1.47,29520.969537945664,0.0,0.0,1.0,0.0,0.0,0.6043165467625907,0.7166666666666667,0.0043309352517985665,0.7051282051282037,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 6 | P07 price percentile 0.71,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-30,AS_IS,368320,Verde,1.389,2975.4312831525763,0.0,0.0,1.0,0.0,0.0,0.489918256130789,0.6333333333333333,0.0021719709355131644,0.8000000000000019,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 2 | P07 price percentile 0.80,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-30,AS_IS,368321,Diesel,1.47,2961.3767039127288,0.0,0.0,1.0,0.0,0.0,0.6043165467625907,0.7166666666666667,0.0043309352517985665,0.7051282051282037,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 6 | P07 price percentile 0.71,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-30,AS_IS,368321,Verde,1.389,3783.394387289652,0.0,0.0,1.0,0.0,0.0,0.489918256130789,0.6333333333333333,0.0021719709355131644,0.8000000000000019,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 2 | P07 price percentile 0.80,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-30,AS_IS,368322,Diesel,1.47,5556.685083455998,0.0,0.0,1.0,0.0,0.0,0.6043165467625907,0.7166666666666667,0.0043309352517985665,0.7051282051282037,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 6 | P07 price percentile 0.71,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-30,AS_IS,368322,Verde,1.389,3313.95034050312,0.0,0.0,1.0,0.0,0.0,0.489918256130789,0.6333333333333333,0.0021719709355131644,0.8000000000000019,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 2 | P07 price percentile 0.80,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-01,AS_IS,368318,Diesel,1.48,0.0,2057.0763236910993,3044.472959062827,1.0,2057.0763236910993,0.0,0.5323741007194253,0.7166666666666667,0.003815347721822548,0.8333333333333319,0,3044.472959062827,3044.472959062827,0.0,0.0,P01 rising | P02 streak 7 | P07 price percentile 0.83,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-01,AS_IS,368318,Verde,1.399,0.0,1144.416585815352,1601.0388035556773,1.0,1144.416585815352,0.0,0.39534883720930225,0.6666666666666666,0.002372093023255813,1.0,0,1601.0388035556773,1601.0388035556773,0.0,0.0,P01 rising | P02 streak 3 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-01,AS_IS,368319,Diesel,1.48,3782.737931880348,0.0,0.0,1.0,0.0,0.0,0.5323741007194253,0.7166666666666667,0.003815347721822548,0.8333333333333319,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 7 | P07 price percentile 0.83,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-01,AS_IS,368319,Verde,1.399,1056.2401083974787,0.0,0.0,1.0,0.0,0.0,0.39534883720930225,0.6666666666666666,0.002372093023255813,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 3 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-01,AS_IS,368320,Diesel,1.48,28321.337270859513,0.0,0.0,1.0,0.0,0.0,0.5323741007194253,0.7166666666666667,0.003815347721822548,0.8333333333333319,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 7 | P07 price percentile 0.83,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-01,AS_IS,368320,Verde,1.399,2278.783798889047,0.0,0.0,1.0,0.0,0.0,0.39534883720930225,0.6666666666666666,0.002372093023255813,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 3 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-01,AS_IS,368321,Diesel,1.48,2483.7801411783985,0.0,0.0,1.0,0.0,0.0,0.5323741007194253,0.7166666666666667,0.003815347721822548,0.8333333333333319,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 7 | P07 price percentile 0.83,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-01,AS_IS,368321,Verde,1.399,3432.406628721964,0.0,0.0,1.0,0.0,0.0,0.39534883720930225,0.6666666666666666,0.002372093023255813,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 3 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-01,AS_IS,368322,Diesel,1.48,4995.782181450138,0.0,0.0,1.0,0.0,0.0,0.5323741007194253,0.7166666666666667,0.003815347721822548,0.8333333333333319,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 7 | P07 price percentile 0.83,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-01,AS_IS,368322,Verde,1.399,2895.851363934542,0.0,0.0,1.0,0.0,0.0,0.39534883720930225,0.6666666666666666,0.002372093023255813,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 3 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-02,AS_IS,368318,Diesel,1.49,0.0,2354.2871357861077,3507.8878323213003,1.0,2354.2871357861077,0.0,0.4604316546762598,0.7166666666666667,0.0032997601918465284,0.9615384615384601,0,3507.8878323213003,3507.8878323213003,0.0,0.0,P01 rising | P02 streak 8 | P07 price percentile 0.96,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-02,AS_IS,368318,Verde,1.408,0.0,1307.9383526108647,1841.5772004760975,1.0,1307.9383526108647,0.0,0.425061425061425,0.7000000000000001,0.0026778869778869775,1.0,0,1841.5772004760975,1841.5772004760975,0.0,0.0,P01 rising | P02 streak 4 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-02,AS_IS,368319,Diesel,1.49,3385.2530366362257,0.0,0.0,1.0,0.0,0.0,0.4604316546762598,0.7166666666666667,0.0032997601918465284,0.9615384615384601,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 8 | P07 price percentile 0.96,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-02,AS_IS,368319,Verde,1.408,616.1036879044098,0.0,0.0,1.0,0.0,0.0,0.425061425061425,0.7000000000000001,0.0026778869778869775,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 4 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-02,AS_IS,368320,Diesel,1.49,27094.69416441303,0.0,0.0,1.0,0.0,0.0,0.4604316546762598,0.7166666666666667,0.0032997601918465284,0.9615384615384601,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 8 | P07 price percentile 0.96,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-02,AS_IS,368320,Verde,1.408,1458.8353772780347,0.0,0.0,1.0,0.0,0.0,0.425061425061425,0.7000000000000001,0.0026778869778869775,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 4 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-02,AS_IS,368321,Diesel,1.49,2005.8376973265283,0.0,0.0,1.0,0.0,0.0,0.4604316546762598,0.7166666666666667,0.0032997601918465284,0.9615384615384601,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 8 | P07 price percentile 0.96,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-02,AS_IS,368321,Verde,1.408,3074.6476825233426,0.0,0.0,1.0,0.0,0.0,0.425061425061425,0.7000000000000001,0.0026778869778869775,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 4 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-02,AS_IS,368322,Diesel,1.49,4440.165779034606,0.0,0.0,1.0,0.0,0.0,0.4604316546762598,0.7166666666666667,0.0032997601918465284,0.9615384615384601,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 8 | P07 price percentile 0.96,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-02,AS_IS,368322,Verde,1.408,2392.4560561776434,0.0,0.0,1.0,0.0,0.0,0.425061425061425,0.7000000000000001,0.0026778869778869775,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 4 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-03,AS_IS,368318,Diesel,1.498,0.0,2248.1101815052966,3367.6690518949345,1.0,2248.1101815052966,0.0,0.43884892086330934,0.7166666666666667,0.003145083932853717,1.0,0,3367.6690518949345,3367.6690518949345,0.0,0.0,P01 rising | P02 streak 9 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-03,AS_IS,368318,Verde,1.41,0.0,1325.20897042853,1868.5446483042272,1.0,1325.20897042853,0.0,0.43884892086330934,0.7166666666666667,0.002830575539568345,1.0,0,1868.5446483042272,1868.5446483042272,0.0,0.0,P01 rising | P02 streak 5 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-03,AS_IS,368319,Diesel,1.498,2991.266443814553,0.0,0.0,1.0,0.0,0.0,0.43884892086330934,0.7166666666666667,0.003145083932853717,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 9 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-03,AS_IS,368319,Verde,1.41,132.69752363906173,505.7093512920869,713.0501853218425,1.0,505.7093512920869,0.0,0.43884892086330934,0.7166666666666667,0.002830575539568345,1.0,0,713.0501853218425,713.0501853218425,0.0,0.0,P01 rising | P02 streak 5 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-03,AS_IS,368320,Diesel,1.498,25755.941175621218,0.0,0.0,1.0,0.0,0.0,0.43884892086330934,0.7166666666666667,0.003145083932853717,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 9 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-03,AS_IS,368320,Verde,1.41,584.9442823856622,372.0887612670921,524.6451533865998,1.0,372.0887612670921,0.0,0.43884892086330934,0.7166666666666667,0.002830575539568345,1.0,0,524.6451533865998,524.6451533865998,0.0,0.0,P01 rising | P02 streak 5 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-03,AS_IS,368321,Diesel,1.498,1465.7896632966217,0.0,0.0,1.0,0.0,0.0,0.43884892086330934,0.7166666666666667,0.003145083932853717,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 9 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-03,AS_IS,368321,Verde,1.41,2689.163628829242,0.0,0.0,1.0,0.0,0.0,0.43884892086330934,0.7166666666666667,0.002830575539568345,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 5 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-03,AS_IS,368322,Diesel,1.498,3812.3770194877725,0.0,0.0,1.0,0.0,0.0,0.43884892086330934,0.7166666666666667,0.003145083932853717,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 9 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-03,AS_IS,368322,Verde,1.41,1910.8575092694846,0.0,0.0,1.0,0.0,0.0,0.43884892086330934,0.7166666666666667,0.002830575539568345,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 5 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-04,AS_IS,368318,Diesel,1.5058099999999999,0.0,5971.490968737746,8991.930815634983,3.0,5971.490968737746,0.0,0.6372093023255813,0.775,0.004938372093023255,1.0,0,8991.930815634983,8991.930815634983,0.0,0.0,P01 rising | P02 streak 10 | P06 regulatory update | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-04,AS_IS,368318,Verde,1.4447,0.0,3470.3869660088076,5013.668049792925,3.0,3470.3869660088076,0.0,0.6372093023255813,0.775,0.004444534883720929,1.0,0,5013.668049792925,5013.668049792925,0.0,0.0,P01 rising | P02 streak 6 | P06 regulatory update | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-04,AS_IS,368319,Diesel,1.5058099999999999,2563.2056450167547,0.0,0.0,3.0,0.0,0.0,0.6372093023255813,0.775,0.004938372093023255,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 10 | P06 regulatory update | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-04,AS_IS,368319,Verde,1.4447,0.0,1338.155999535386,1933.2339725287723,3.0,1338.155999535386,0.0,0.6372093023255813,0.775,0.004444534883720929,1.0,0,1933.2339725287723,1933.2339725287723,0.0,0.0,P01 rising | P02 streak 6 | P06 regulatory update | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-04,AS_IS,368320,Diesel,1.5058099999999999,24201.731041994357,0.0,0.0,3.0,0.0,0.0,0.6372093023255813,0.775,0.004938372093023255,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 10 | P06 regulatory update | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-04,AS_IS,368320,Verde,1.4447,0.0,2164.764314004044,3127.435004441643,3.0,2164.764314004044,0.0,0.6372093023255813,0.775,0.004444534883720929,1.0,0,3127.435004441643,3127.435004441643,0.0,0.0,P01 rising | P02 streak 6 | P06 regulatory update | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-04,AS_IS,368321,Diesel,1.5058099999999999,898.1364004517415,357.93494413090673,538.9820182217607,3.0,357.93494413090673,0.0,0.6372093023255813,0.775,0.004938372093023255,1.0,0,538.9820182217607,538.9820182217607,0.0,0.0,P01 rising | P02 streak 10 | P06 regulatory update | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-04,AS_IS,368321,Verde,1.4447,2281.6718975727317,0.0,0.0,3.0,0.0,0.0,0.6372093023255813,0.775,0.004444534883720929,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 6 | P06 regulatory update | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-04,AS_IS,368322,Diesel,1.5058099999999999,3165.0900154204514,0.0,0.0,3.0,0.0,0.0,0.6372093023255813,0.775,0.004938372093023255,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 10 | P06 regulatory update | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-04,AS_IS,368322,Verde,1.4447,1433.3062159496485,0.0,0.0,3.0,0.0,0.0,0.6372093023255813,0.775,0.004444534883720929,1.0,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 6 | P06 regulatory update | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-07,AS_IS,368318,Diesel,1.547,2.2737367544323206e-13,1932.6862839246212,2989.865681231389,1.0,1932.6862839246212,0.0,0.43884892086330934,0.7166666666666667,0.003145083932853717,1.0,0,2989.865681231389,2989.865681231389,0.0,0.0,P01 rising | P02 streak 11 | P07 price percentile 1.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-07-07,AS_IS,368318,Verde,1.443,0.0,1074.2984155011095,1550.212613568101,1.0,1074.2984155011095,0.0,-0.295855738075858,0.6,-0.0015976209856096333,0.9814612868047979,0,1550.212613568101,1550.212613568101,0.0,0.0,P01 rising | P02 streak 1 | P07 price percentile 0.98,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
